brew_id,potion_sku,shop_id,cauldron_id,brewed_at,batch_size,brew_duration_minutes,quality_check,brewer_name
BRW-03321,POT-0024,SHP-03,CDR-14,2024-07-04 08:59:40,19,127,pass,Thaddeus Ravenscroft
BRW-03322,POT-0103,SHP-10,CDR-22,2026-01-06T11:41:52Z,21,102,Pass,Vesper Brightmantle
BRW-03323,POT-0031,SHP-15,CDR-17,2026-02-05T10:53:19Z,29,21,pass,Thaddeus Owlsworth
BRW-03324,POT-0040,SHP-05,CDR-30,2025-05-14 05:37:14,56,32,pass,Gideon Stormbottle
BRW-03325,POT-0097,SHP-03,CDR-16,2026-01-10T09:33:48Z,44,130,Pass,Isolde Frostpetal
BRW-03326,POT-0100,SHP-12,CDR-22,2026-01-07 08:06:26,42,59,pass,Elowen Gorsebush
BRW-03327,POT-0093,SHP-01,CDR-10,2025-08-07T05:18:04Z,35,109,Pass,Juniper Ashgrove
BRW-03328,POT-0074,SHP-09,CDR-33,2026-05-08T07:33:39Z,45,108,Pass,Fenwick Barrowmere
BRW-03329,POT-0039,SHP-14,CDR-15,2025-11-02T06:59:26Z,30,156,PASS,Maribel Glimmerstone
BRW-03330,POT-0082,SHP-14,CDR-21,2025-05-17T05:54:45Z,56,51,pass,Gideon Brightmantle
BRW-03331,POT-0072,SHP-13,CDR-16,2025-05-11 09:38:58,19,111,pass,Maribel Glimmerstone
BRW-03332,POT-0033,SHP-09,CDR-34,2026-02-18 10:55:29,16,73,pass,Quilla Jackdaw
BRW-03333,POT-0079,SHP-01,CDR-28,2025-03-26T11:23:19Z,40,77,pass,Corvin Netherfield
BRW-03334,POT-0115,SHP-09,CDR-17,2025-04-23 10:07:50,39,146,fail,Vesper Brightmantle
BRW-03335,POT-0051,SHP-14,CDR-25,2024-08-12 11:26:13,32,50,pass,Fenwick Barrowmere
BRW-03336,POT-0010,SHP-12,CDR-27,2026-04-12 10:19:03,39,128,fail,Gideon Brightmantle
BRW-03337,POT-0002,SHP-02,CDR-29,2026-03-28T05:08:35Z,26,91,PASS,Isolde Hazelrigg
BRW-03338,POT-0031,SHP-14,CDR-12,2025-11-02T05:22:22Z,27,41,pass,Morwenna Netherfield
BRW-03339,POT-0120,SHP-13,CDR-03,2026-05-28 10:58:45,33,83,pass,Seraphine Mistlethorn
BRW-03340,POT-0106,SHP-06,CDR-23,2026-03-23T07:00:53Z,15,53,pass,Isolde Duskwater
BRW-03341,POT-0082,SHP-11,CDR-26,2025-12-24 07:03:40,43,69,PASS,Peregrine Zellandine
BRW-03342,POT-0070,SHP-15,CDR-34,2025-10-26T09:25:11Z,21,146,PASS,Gideon Brightmantle
BRW-03343,POT-0006,SHP-07,CDR-22,2025-11-06 07:01:33,18,122,pass,Peregrine Zellandine
BRW-03344,POT-0086,SHP-12,CDR-13,2026-02-23T10:13:03Z,26,73,pass,Gideon Hollowbranch
BRW-03345,POT-0068,SHP-15,CDR-10,2025-08-09T09:28:01Z,23,82,pass,Maribel Glimmerstone
BRW-03346,POT-0058,SHP-08,CDR-29,2024-11-09 07:59:56,42,101,pass,Fenwick Barrowmere
BRW-03347,POT-0044,SHP-05,CDR-17,2026-02-09T10:26:41Z,16,46,Pass,Ignatius Ravenscroft
BRW-03348,POT-0107,SHP-03,CDR-04,2026-06-05T07:48:16Z,41,28,Pass,Peregrine Zellandine
BRW-03349,POT-0017,SHP-05,CDR-23,2026-05-08 11:33:43,56,150,Pass,Nimbus Thistledown
BRW-03350,POT-0015,SHP-12,CDR-03,2025-12-23T06:07:46Z,14,75,pass,Gideon Brightmantle
BRW-03351,POT-0108,SHP-05,CDR-01,2026-04-11 07:34:48,41,49,Fail,Juniper Ashgrove
BRW-03352,POT-0066,SHP-07,CDR-14,2025-09-24T08:14:41Z,45,87,fail,Gideon Gorsebush
BRW-03353,POT-0044,SHP-01,CDR-38,2025-04-03 08:05:29,60,60,pass,Seraphine Mistlethorn
BRW-03354,POT-0031,SHP-05,CDR-24,2026-03-10T08:20:55Z,26,38,pass,Peregrine Zellandine
BRW-03355,POT-0008,SHP-05,CDR-19,2025-12-31 11:43:40,14,57,PASS,Isolde Frostpetal
BRW-03356,POT-0058,SHP-14,CDR-08,2025-01-09T09:45:15Z,16,111,Pass,Quilla Jackdaw
BRW-03357,POT-0114,SHP-01,CDR-17,2025-05-28 09:39:42,30,42,Pass,Isolde Frostpetal
BRW-03358,POT-0040,SHP-05,CDR-36,2026-02-03 07:54:16,23,42,pass,Thaddeus Owlsworth
BRW-03359,POT-0022,SHP-10,CDR-05,2025-07-11 06:56:24,14,97,Pass,Belladonna Emberwhisk
BRW-03360,POT-0089,SHP-10,CDR-22,2024-06-15T08:49:13Z,22,101,PASS,Quilla Copperkettle
BRW-03361,POT-0011,SHP-05,CDR-20,2026-02-04T09:26:30Z,38,135,pass,Quilla Copperkettle
BRW-03362,POT-0094,SHP-05,CDR-15,2025-06-18T09:15:47Z,13,93,pass,Gideon Hollowbranch
BRW-03363,POT-0107,SHP-09,CDR-04,2026-06-28 09:59:12,38,74,PASS,Corvin Netherfield
BRW-03364,POT-0012,SHP-08,CDR-14,2024-09-05T10:30:13Z,50,73,pass,Corvin Netherfield
BRW-03365,POT-0084,SHP-13,CDR-33,2026-03-25 11:26:20,35,86,pass,Dorian Saltmarsh
BRW-03366,POT-0064,SHP-11,CDR-31,2025-03-02 11:49:47,22,134,Pass,Gideon Hollowbranch
BRW-03367,POT-0093,SHP-10,CDR-31,2024-12-01 11:28:03,38,66,pass,Dorian Saltmarsh
BRW-03368,POT-0038,SHP-06,CDR-10,2025-01-10T11:41:29Z,30,30,Pass,Peregrine Zellandine
BRW-03369,POT-0005,SHP-14,CDR-16,2025-11-13 10:11:39,58,47,pass,Ignatius Ravenscroft
BRW-03370,POT-0046,SHP-13,CDR-25,2025-09-06 09:04:38,13,74,Pass,Nimbus Thistledown
BRW-03371,POT-0054,SHP-12,CDR-07,2026-01-06 11:36:47,14,21,Pass,Vesper Brightmantle
BRW-03372,POT-0031,SHP-01,CDR-13,2025-10-19 07:51:07,57,27,pass,Dorian Saltmarsh
BRW-03373,POT-0092,SHP-05,CDR-31,2025-10-01T10:47:53Z,17,68,FAIL,Maribel Glimmerstone
BRW-03374,POT-0040,SHP-14,CDR-30,2026-04-14 08:36:35,54,46,pass,Corvin Netherfield
BRW-03375,POT-0089,SHP-07,CDR-05,2024-11-16T08:06:36Z,53,104,PASS,Maribel Glimmerstone
BRW-03376,POT-0101,SHP-15,CDR-24,2024-07-15T11:16:52Z,43,161,pass,Caspian Wandwright
BRW-03377,POT-0010,SHP-04,CDR-39,2026-05-02T08:14:40Z,28,151,pass,Morwenna Netherfield
BRW-03378,POT-0105,SHP-13,CDR-15,2025-08-31 07:09:46,37,154,pass,Vesper Brightmantle
BRW-03379,POT-0097,SHP-08,CDR-25,2026-02-25 08:29:47,55,152,Pass,Morwenna Netherfield
BRW-03380,POT-0006,SHP-15,CDR-31,2026-02-28 09:16:44,18,95,pass,Gideon Gorsebush
BRW-03381,POT-0002,SHP-05,CDR-24,2024-10-27T08:52:53Z,50,108,pass,Juniper Ashgrove
BRW-03382,POT-0004,SHP-08,CDR-09,2024-06-30T06:17:21Z,39,121,pass,Vesper Brightmantle
BRW-03383,POT-0076,SHP-14,CDR-39,2025-12-17 06:06:15,42,15,pass,Rowan Hazelrigg
BRW-03384,POT-0044,SHP-11,CDR-06,2024-07-04 09:04:49,15,51,fail,Belladonna Emberwhisk
BRW-03385,POT-0041,SHP-04,CDR-23,2026-06-02 07:18:21,35,128,pass,Gideon Stormbottle
BRW-03386,POT-0114,SHP-14,CDR-20,2026-03-24T09:28:58Z,35,63,Pass,Peregrine Zellandine
BRW-03387,POT-0059,SHP-15,CDR-22,2026-02-27T11:11:03Z,31,97,Pass,Morwenna Netherfield
BRW-03388,POT-0053,SHP-14,CDR-19,2024-06-05T07:01:54Z,46,101,Pass,Grizelda Mistlethorn
BRW-03389,POT-0054,SHP-15,CDR-29,2026-06-06 09:29:59,46,53,Pass,Quilla Copperkettle
BRW-03390,POT-0016,SHP-13,CDR-08,2026-05-06T05:42:56Z,49,139,Fail,Isolde Duskwater
BRW-03391,POT-0103,SHP-15,CDR-38,2025-10-29 06:50:50,57,85,pass,Morwenna Netherfield
BRW-03392,POT-0002,SHP-01,CDR-34,2025-07-19T05:35:57Z,18,90,pass,Quilla Copperkettle
BRW-03393,POT-0066,SHP-04,CDR-35,2025-02-11T09:30:55Z,40,107,pass,Rowan Hazelrigg
BRW-03394,POT-0016,SHP-08,CDR-34,2026-06-21 10:13:09,50,90,pass,Caspian Wandwright
BRW-03395,POT-0012,SHP-02,CDR-20,2025-12-24 07:58:31,51,107,pass,Ignatius Ravenscroft
BRW-03396,POT-0039,SHP-09,CDR-14,2026-05-18 05:16:21,35,159,pass,Rowan Hazelrigg
BRW-03397,POT-0014,SHP-14,CDR-30,2026-06-10T07:51:42Z,17,36,pass,Grizelda Mistlethorn
BRW-03398,POT-0016,SHP-14,CDR-25,2026-03-20T08:53:54Z,40,116,pass,Peregrine Zellandine
BRW-03399,POT-0114,SHP-14,CDR-04,2024-12-24T10:22:19Z,43,88,pass,Isolde Frostpetal
BRW-03400,POT-0033,SHP-04,CDR-34,2025-12-08T06:31:59Z,26,73,pass,Elowen Gorsebush
BRW-03401,POT-0057,SHP-15,CDR-14,2025-04-11T07:05:19Z,30,89,pass,Dorian Saltmarsh
BRW-03402,POT-0120,SHP-13,CDR-07,2026-05-23 09:54:28,21,95,pass,Isolde Duskwater
BRW-03403,POT-0059,SHP-14,CDR-26,2026-04-21T08:36:08Z,10,113,Pass,Morwenna Netherfield
BRW-03404,POT-0044,SHP-08,CDR-28,2024-05-11T08:43:20Z,21,32,pass,Dorian Saltmarsh
BRW-03405,POT-0083,SHP-10,CDR-26,2024-11-18T06:22:04Z,27,,PASS,Isolde Duskwater
BRW-03406,POT-0013,SHP-05,CDR-33,2026-02-17T08:34:04Z,27,86,Pass,Isolde Frostpetal
BRW-03407,POT-0081,SHP-14,CDR-13,2025-08-09T11:15:55Z,23,92,fail,Fenwick Barrowmere
BRW-03408,POT-0031,SHP-08,CDR-32,2025-10-20T08:47:27Z,52,36,PASS,Quilla Jackdaw
BRW-03409,POT-0010,SHP-12,CDR-21,2026-02-25T09:09:41Z,21,,pass,Nimbus Thistledown
BRW-03410,POT-0104,SHP-04,CDR-37,2025-08-07T05:54:40Z,11,160,pass,Morwenna Netherfield
BRW-03411,POT-0065,SHP-06,CDR-29,2024-08-11T08:24:39Z,11,26,pass,Grizelda Mistlethorn
BRW-03412,POT-0117,SHP-13,CDR-16,2025-06-05T06:40:47Z,46,64,Pass,Isolde Duskwater
BRW-03413,POT-0083,SHP-11,CDR-30,2026-03-03T08:31:42Z,38,161,pass,Umbra Barrowmere
BRW-03414,POT-0095,SHP-07,CDR-39,2025-12-05 07:43:23,29,119,pass,Gideon Gorsebush
BRW-03415,POT-0089,SHP-03,CDR-39,2024-06-21T07:14:27Z,30,98,PASS,Isolde Hazelrigg
BRW-03416,POT-0028,SHP-15,CDR-19,2026-02-25 11:12:27,38,75,pass,Quilla Copperkettle
BRW-03417,POT-0019,SHP-04,CDR-33,2026-03-28T10:56:52Z,37,77,pass,Isolde Frostpetal
BRW-03418,POT-0030,SHP-09,CDR-28,2026-04-01T11:53:40Z,29,77,pass,Grizelda Mistlethorn
BRW-03419,POT-0094,SHP-01,CDR-32,2025-08-30T09:49:11Z,46,117,Pass,Morwenna Netherfield
BRW-03420,POT-0063,SHP-07,CDR-07,2025-03-01 08:22:15,36,57,Pass,Thaddeus Ravenscroft
BRW-03421,POT-0021,SHP-07,CDR-01,2025-04-20T06:02:04Z,31,94,Pass,Isolde Frostpetal
BRW-03422,POT-0018,SHP-10,CDR-35,2025-07-13 10:21:47,27,54,pass,Gideon Hollowbranch
BRW-03423,POT-0107,SHP-01,CDR-28,2026-05-26T09:26:22Z,39,56,pass,Quilla Copperkettle
BRW-03424,POT-0059,SHP-08,CDR-34,2026-04-29T09:22:06Z,30,103,pass,Morwenna Netherfield
BRW-03425,POT-0036,SHP-12,CDR-25,2026-01-04 09:53:19,22,82,PASS,Gideon Gorsebush
BRW-03426,POT-0063,SHP-14,CDR-27,2024-06-03T11:02:03Z,11,80,Pass,Thaddeus Owlsworth
BRW-03427,POT-0090,SHP-02,CDR-40,2025-03-02 06:00:51,27,61,pass,Gideon Gorsebush
BRW-03428,POT-0085,SHP-04,CDR-12,2026-06-14 08:11:43,27,115,FAIL,Thaddeus Ravenscroft
BRW-03429,POT-0093,SHP-04,CDR-33,2025-03-03T05:50:36Z,32,94,pass,Morwenna Netherfield
BRW-03430,POT-0116,SHP-11,CDR-33,2024-11-13T10:22:03Z,44,85,pass,Caspian Brightmantle
BRW-03431,POT-0107,SHP-09,CDR-27,2026-03-02 05:38:48,34,55,pass,Isolde Duskwater
BRW-03432,POT-0004,SHP-15,CDR-04,2025-06-18 10:44:34,59,105,Pass,Elowen Gorsebush
BRW-03433,POT-0063,SHP-05,CDR-09,2025-09-05T09:18:27Z,24,62,pass,Gideon Stormbottle
BRW-03434,POT-0064,SHP-11,CDR-37,2025-02-18 07:40:06,17,131,pass,Gideon Stormbottle
BRW-03435,POT-0108,SHP-03,CDR-14,2024-06-17 07:07:06,54,38,pass,Isolde Hazelrigg
BRW-03436,POT-0009,SHP-08,CDR-33,2024-12-19T08:32:27Z,40,83,pass,Gideon Hollowbranch
BRW-03437,POT-0048,SHP-07,CDR-25,2026-06-14T07:42:37Z,32,117,pass,Thaddeus Owlsworth
BRW-03438,POT-0069,SHP-09,CDR-15,2024-07-21 08:53:16,28,127,PASS,Gideon Stormbottle
BRW-03439,POT-0082,SHP-15,CDR-38,2025-01-22 06:52:30,17,69,pass,Grizelda Mistlethorn
BRW-03440,POT-0042,SHP-07,CDR-08,2024-10-02 05:15:30,16,88,pass,Elowen Gorsebush
BRW-03441,POT-0059,SHP-07,CDR-30,2026-03-12T08:29:04Z,23,58,Pass,Peregrine Zellandine
BRW-03442,POT-0022,SHP-02,CDR-28,2026-02-24 05:09:01,42,125,pass,Isolde Hazelrigg
BRW-03443,POT-0033,SHP-06,CDR-39,2025-05-21 08:33:55,32,65,Pass,Dorian Saltmarsh
BRW-03444,POT-0052,SHP-03,CDR-30,2025-07-21 07:45:05,11,109,fail,Isolde Hazelrigg
BRW-03445,POT-0085,SHP-13,CDR-36,2026-02-06 06:12:39,12,147,pass,Gideon Brightmantle
BRW-03446,POT-0044,SHP-08,CDR-25,2025-12-31T09:07:50Z,16,36,Pass,Dorian Saltmarsh
BRW-03447,POT-0105,SHP-13,CDR-18,2026-06-21T05:17:53Z,55,127,Pass,Vesper Brightmantle
BRW-03448,POT-0080,SHP-10,CDR-03,2026-06-15 05:02:55,56,109,pass,Dorian Saltmarsh
BRW-03449,POT-0048,SHP-09,CDR-35,2026-03-30 08:36:56,34,,Pass,Quilla Jackdaw
BRW-03450,POT-0004,SHP-03,CDR-32,2024-07-11 11:15:54,10,94,pass,Grizelda Mistlethorn
BRW-03451,POT-0094,SHP-02,CDR-37,2026-01-08T10:02:23Z,45,106,pass,Seraphine Mistlethorn
BRW-03452,POT-0027,SHP-05,CDR-37,2025-10-01T07:45:03Z,14,100,pass,Caspian Wandwright
BRW-03453,POT-0114,SHP-04,CDR-37,2025-05-27T11:14:01Z,41,54,Pass,Caspian Brightmantle
BRW-03454,POT-0040,SHP-04,CDR-17,2025-08-28T11:48:45Z,53,15,Pass,Quilla Copperkettle
BRW-03455,POT-0032,SHP-08,CDR-36,2025-07-07 11:05:59,45,134,pass,Isolde Hazelrigg
BRW-03456,POT-0003,SHP-09,CDR-34,2026-04-10 07:56:13,22,54,pass,Isolde Hazelrigg
BRW-03457,POT-0071,SHP-15,CDR-26,2024-09-29 09:05:23,50,90,fail,Isolde Duskwater
BRW-03458,POT-0002,SHP-11,CDR-36,2025-10-25 07:06:35,53,100,pass,Gideon Brightmantle
BRW-03459,POT-0009,SHP-03,CDR-09,2025-02-02T10:09:38Z,20,101,Pass,Belladonna Mistlethorn
BRW-03460,POT-0031,SHP-08,CDR-07,2026-05-20T10:23:16Z,27,63,pass,Thaddeus Ravenscroft
BRW-03461,POT-0073,SHP-13,CDR-05,2024-10-23 06:20:33,48,63,PASS,Ignatius Ravenscroft
BRW-03462,POT-0044,SHP-06,CDR-13,2024-05-09 11:47:22,21,45,pass,Caspian Wandwright
BRW-03463,POT-0058,SHP-07,CDR-18,2024-05-07T06:14:59Z,25,129,pass,Elowen Gorsebush
BRW-03464,POT-0005,SHP-02,CDR-11,2026-03-15 08:58:00,53,31,pass,Isolde Duskwater
BRW-03465,POT-0059,SHP-09,CDR-30,2026-05-15 10:09:03,36,124,pass,Quilla Copperkettle
BRW-03466,POT-0100,SHP-04,CDR-02,2026-03-11T08:16:25Z,48,85,PASS,Gideon Brightmantle
BRW-03467,POT-0026,SHP-03,CDR-27,2026-03-03T11:59:33Z,55,106,pass,Dorian Saltmarsh
BRW-03468,POT-0111,SHP-03,CDR-15,2026-05-15T10:00:48Z,32,64,pass,Maribel Glimmerstone
BRW-03469,POT-0009,SHP-11,CDR-11,2026-02-14 11:20:20,12,59,Pass,Nimbus Thistledown
BRW-03470,POT-0036,SHP-10,CDR-40,2025-02-28 06:27:29,37,81,PASS,Thaddeus Owlsworth
BRW-03471,POT-0047,SHP-11,CDR-18,2024-11-26 10:38:24,18,103,Pass,Caspian Wandwright
BRW-03472,POT-0082,SHP-02,CDR-23,2026-04-16 09:36:26,34,41,PASS,Gideon Gorsebush
BRW-03473,POT-0100,SHP-02,CDR-39,2026-01-28 05:40:49,45,82,Pass,Thaddeus Owlsworth
BRW-03474,POT-0016,SHP-06,CDR-26,2026-04-19T07:39:17Z,29,116,pass,Isolde Duskwater
BRW-03475,POT-0059,SHP-03,CDR-25,2026-03-16 11:15:39,32,103,pass,Caspian Brightmantle
BRW-03476,POT-0058,SHP-14,CDR-14,2025-04-11T07:02:34Z,44,130,fail,Seraphine Mistlethorn
BRW-03477,POT-0002,SHP-12,CDR-04,2025-12-18 09:43:21,58,94,pass,Morwenna Netherfield
BRW-03478,POT-0038,SHP-13,CDR-26,2025-01-18T11:32:10Z,47,39,PASS,Umbra Barrowmere
BRW-03479,POT-0061,SHP-08,CDR-14,2025-08-05T10:54:42Z,14,90,pass,Gideon Stormbottle
BRW-03480,POT-0080,SHP-06,CDR-03,2025-05-23 06:42:22,48,103,PASS,Quilla Copperkettle
BRW-03481,POT-0104,SHP-07,CDR-40,2024-09-10T11:09:13Z,54,131,pass,Quilla Copperkettle
BRW-03482,POT-0036,SHP-08,CDR-26,2026-01-09 09:28:30,16,78,pass,Ignatius Ravenscroft
BRW-03483,POT-0034,SHP-14,CDR-06,2024-10-12 07:06:22,11,142,Pass,Belladonna Emberwhisk
BRW-03484,POT-0045,SHP-02,CDR-14,2024-09-19 07:37:18,47,45,Pass,Ignatius Ravenscroft
BRW-03485,POT-0075,SHP-08,CDR-39,2025-04-18T08:01:02Z,46,137,Pass,Caspian Wandwright
BRW-03486,POT-0027,SHP-01,CDR-35,2025-01-29 10:17:23,19,163,pass,Corvin Netherfield
BRW-03487,POT-0022,SHP-04,CDR-18,2026-02-26T06:33:04Z,14,151,pass,Isolde Hazelrigg
BRW-03488,POT-0120,SHP-04,CDR-04,2024-05-25T06:33:02Z,57,87,pass,Rowan Hazelrigg
BRW-03489,POT-0021,SHP-08,CDR-28,2025-06-26T09:23:34Z,41,97,PASS,Dorian Saltmarsh
BRW-03490,POT-0101,SHP-02,CDR-04,2025-12-09T06:41:57Z,59,150,Pass,Ignatius Ravenscroft
BRW-03491,POT-0085,SHP-08,CDR-39,2026-01-16T09:09:24Z,24,128,pass,Elowen Gorsebush
BRW-03492,POT-0032,SHP-08,CDR-39,2026-03-14 08:46:37,20,111,pass,Elowen Gorsebush
BRW-03493,POT-0013,SHP-06,CDR-34,2025-11-07T09:09:21Z,15,84,pass,Quilla Copperkettle
BRW-03494,POT-0082,SHP-09,CDR-19,2024-07-19 10:04:54,59,62,pass,Rowan Hazelrigg
BRW-03495,POT-0003,SHP-07,CDR-19,2025-02-19T06:31:30Z,11,46,pass,Gideon Gorsebush
BRW-03496,POT-0050,SHP-07,CDR-07,2025-12-22T05:25:19Z,11,156,pass,Ignatius Ravenscroft
BRW-03497,POT-0037,SHP-11,CDR-12,2026-04-22 11:25:58,29,77,pass,Ignatius Ravenscroft
BRW-03498,POT-0079,SHP-02,CDR-21,2026-04-24 10:54:36,33,83,pass,Gideon Stormbottle
BRW-03499,POT-0005,SHP-02,CDR-34,2025-07-07 11:35:19,49,55,pass,Fenwick Barrowmere
BRW-03500,POT-0095,SHP-04,CDR-11,2026-04-06T09:35:10Z,25,132,PASS,Maribel Glimmerstone
BRW-03501,POT-0065,SHP-11,CDR-08,2025-10-08 11:09:09,19,49,Pass,Corvin Netherfield
BRW-03502,POT-0069,SHP-06,CDR-37,2026-05-18 08:11:03,52,99,Pass,Nimbus Thistledown
BRW-03503,POT-0032,SHP-14,CDR-27,2025-04-01T09:26:34Z,39,130,pass,Gideon Stormbottle
BRW-03504,POT-0119,SHP-05,CDR-18,2025-12-24T06:19:36Z,51,85,pass,Quilla Jackdaw
BRW-03505,POT-0012,SHP-02,CDR-04,2025-12-09T09:06:29Z,13,77,pass,Isolde Duskwater
BRW-03506,POT-0061,SHP-09,CDR-12,2025-01-31T09:35:34Z,21,72,fail,Belladonna Mistlethorn
BRW-03507,POT-0059,SHP-06,CDR-29,2026-05-23T06:05:03Z,44,106,pass,Caspian Brightmantle
BRW-03508,POT-0019,SHP-13,CDR-10,2025-03-04T09:45:20Z,51,80,pass,Juniper Ashgrove
BRW-03509,POT-0110,SHP-06,CDR-18,2025-11-27T08:51:33Z,35,157,FAIL,Elowen Gorsebush
BRW-03510,POT-0038,SHP-14,CDR-12,2024-06-08T08:55:08Z,43,54,Pass,Dorian Saltmarsh
BRW-03511,POT-0063,SHP-07,CDR-26,2026-01-26T06:04:38Z,58,74,Pass,Juniper Ashgrove
BRW-03512,POT-0111,SHP-15,CDR-08,2026-04-01 07:19:47,17,61,pass,Belladonna Mistlethorn
BRW-03513,POT-0021,SHP-08,CDR-20,2024-05-07T08:34:19Z,22,83,pass,Isolde Frostpetal
BRW-03514,POT-0010,SHP-14,CDR-23,2026-03-10T09:46:49Z,56,150,pass,Dorian Saltmarsh
BRW-03515,POT-0001,SHP-08,CDR-20,2026-02-10T09:38:15Z,14,115,pass,Isolde Hazelrigg
BRW-03516,POT-0048,SHP-09,CDR-12,2025-11-29T06:21:59Z,24,122,pass,Belladonna Emberwhisk
BRW-03517,POT-0056,SHP-07,CDR-14,2026-01-14T08:33:52Z,19,84,fail,Caspian Brightmantle
BRW-03518,POT-0118,SHP-15,CDR-37,2026-03-22 11:35:08,41,53,PASS,Vesper Brightmantle
BRW-03519,POT-0108,SHP-02,CDR-19,2025-08-31 10:28:25,43,63,Pass,Fenwick Barrowmere
BRW-03520,POT-0114,SHP-15,CDR-10,2024-05-11T05:38:01Z,60,58,PASS,Gideon Brightmantle
BRW-03521,POT-0089,SHP-03,CDR-28,2025-11-13 06:23:16,60,113,Pass,Nimbus Thistledown
BRW-03522,POT-0051,SHP-03,CDR-04,2025-02-08 05:28:05,48,18,pass,Seraphine Mistlethorn
BRW-03523,POT-0055,SHP-09,CDR-36,2026-02-15T09:11:07Z,23,117,pass,Quilla Jackdaw
BRW-03524,POT-0002,SHP-11,CDR-03,2024-10-01T05:26:48Z,41,96,pass,Vesper Brightmantle
BRW-03525,POT-0022,SHP-08,CDR-37,2024-11-03T10:30:59Z,31,122,pass,Fenwick Barrowmere
BRW-03526,POT-0033,SHP-02,CDR-26,2025-10-01T05:29:29Z,39,78,Pass,Thaddeus Ravenscroft
BRW-03527,POT-0105,SHP-05,CDR-10,2025-09-05T08:33:06Z,21,130,Pass,Gideon Hollowbranch
BRW-03528,POT-0064,SHP-14,CDR-04,2026-03-22 07:49:43,34,104,pass,Gideon Gorsebush
BRW-03529,POT-0090,SHP-06,CDR-37,2024-07-19T05:37:11Z,42,99,PASS,Caspian Brightmantle
BRW-03530,POT-0071,SHP-14,CDR-34,2024-12-25T07:42:51Z,38,77,pass,Seraphine Mistlethorn
BRW-03531,POT-0101,SHP-08,CDR-07,2025-10-19 07:21:41,57,174,Pass,Isolde Hazelrigg
BRW-03532,POT-0085,SHP-01,CDR-22,2024-12-10T11:48:03Z,22,109,pass,Fenwick Barrowmere
BRW-03533,POT-0006,SHP-02,CDR-31,2026-02-11T05:48:52Z,41,150,pass,Corvin Netherfield
BRW-03534,POT-0115,SHP-05,CDR-28,2025-03-22 07:18:40,49,94,pass,Caspian Wandwright
BRW-03535,POT-0047,SHP-06,CDR-07,2026-06-14 09:19:10,56,89,pass,Caspian Wandwright
BRW-03536,POT-0038,SHP-01,CDR-17,2025-04-11T09:10:20Z,25,32,pass,Ignatius Ravenscroft
BRW-03537,POT-0079,SHP-11,CDR-24,2025-03-29 08:19:02,59,35,pass,Thaddeus Owlsworth
BRW-03538,POT-0036,SHP-14,CDR-34,2025-12-03T09:47:20Z,36,62,pass,Maribel Glimmerstone
BRW-03539,POT-0037,SHP-14,CDR-16,2026-02-25 08:42:08,57,91,pass,Isolde Frostpetal
BRW-03540,POT-0074,SHP-12,CDR-23,2026-05-16T11:15:58Z,53,117,pass,Elowen Gorsebush
BRW-03541,POT-0081,SHP-11,CDR-37,2026-01-12T05:42:19Z,23,107,pass,Belladonna Mistlethorn
BRW-03542,POT-0069,SHP-02,CDR-16,2025-03-06T07:49:15Z,26,139,pass,Gideon Gorsebush
BRW-03543,POT-0086,SHP-02,CDR-01,2026-01-26T05:07:31Z,50,79,pass,Corvin Netherfield
BRW-03544,POT-0098,SHP-03,CDR-16,2025-09-20T08:07:15Z,49,97,pass,Grizelda Mistlethorn
BRW-03545,POT-0036,SHP-11,CDR-23,2024-08-19T05:12:48Z,47,96,pass,Gideon Brightmantle
BRW-03546,POT-0105,SHP-14,CDR-08,2025-02-08T11:29:22Z,14,124,Pass,Isolde Hazelrigg
BRW-03547,POT-0094,SHP-02,CDR-01,2025-11-21T08:35:11Z,43,132,pass,Caspian Brightmantle
BRW-03548,POT-0083,SHP-09,CDR-24,2024-10-12T06:29:46Z,20,155,pass,Caspian Brightmantle
BRW-03549,POT-0056,SHP-03,CDR-02,2026-02-05T10:36:12Z,45,81,PASS,Rowan Hazelrigg
BRW-03550,POT-0001,SHP-08,CDR-02,2024-05-11T06:58:34Z,41,145,pass,Ignatius Ravenscroft
BRW-03551,POT-0069,SHP-03,CDR-26,2025-05-06 11:09:38,35,,pass,Dorian Saltmarsh
BRW-03552,POT-0103,SHP-08,CDR-39,2025-07-28T05:33:52Z,36,105,pass,Morwenna Netherfield
BRW-03553,POT-0103,SHP-07,CDR-27,2026-05-07T11:55:23Z,52,95,PASS,Vesper Brightmantle
BRW-03554,POT-0094,SHP-01,CDR-08,2025-01-09T08:14:05Z,42,103,PASS,Gideon Hollowbranch
BRW-03555,POT-0039,SHP-11,CDR-03,2026-06-25T05:50:44Z,12,152,pass,Umbra Barrowmere
BRW-03556,POT-0032,SHP-12,CDR-15,2026-01-04T10:39:41Z,39,131,pass,Isolde Frostpetal
BRW-03557,POT-0007,SHP-15,CDR-28,2025-08-27 09:08:58,12,136,fail,Caspian Wandwright
BRW-03558,POT-0056,SHP-11,CDR-01,2025-11-18T07:50:53Z,31,100,pass,Isolde Hazelrigg
BRW-03559,POT-0087,SHP-09,CDR-32,2026-04-18T06:45:59Z,59,63,pass,Gideon Brightmantle
BRW-03560,POT-0113,SHP-11,CDR-16,2025-03-04T06:27:52Z,58,148,pass,Caspian Wandwright
