customer_id,full_name,email,home_region,signed_up_at,birth_year,favored_discipline
WIZ-06341,Juniper Yewbarrow,juniper.yewbarrow271@ravenpost.net,northern reaches,2025-03-12,1887,Transmutation
WIZ-06342,Morwenna Cinderfell,morwenna.cinderfell115@moonmail.net,NR,2024-09-28,1892,Transmutation
WIZ-06343,Hesper Hollowbranch,hesper.hollowbranch452@grimoire.org,northern reaches,2024-09-21,1936,Transmutation
WIZ-06344,Fiora Quickbramble,fiora.quickbramble663@ravenpost.net,Silverwood,2024-07-01,2007,Healing
WIZ-06345,Ambrose Thistledown,ambrose.thistledown121@ravenpost.net,SW,2025-01-06,1934,Illusion
WIZ-06346,Alaric Mistlethorn,alaric.mistlethorn168@owlmail.co,NR,2023-02-25,1966,Illusion
WIZ-06347,Wendeline Yewbarrow,wendeline.yewbarrow272@ravenpost.net,sw,2023-02-06,1922,Illusion
WIZ-06348,Oleander Foxglove,oleander.foxglove234@moonmail.net,SW,2023-06-20,1901,Healing
WIZ-06349,Quilla Fernwhistle,quilla.fernwhistle431@ravenpost.net,cv,2023-08-10,1994,Illusion
WIZ-06350,Cassia Ashgrove,cassia.ashgrove492@crystalball.io,ec,2025-10-08,2002,Transmutation
WIZ-06351,Umbra Kilnworth,umbra.kilnworth841@crystalball.io,EC,2026-05-27,1966,Illusion
WIZ-06352,Ambrose Nightbloom,ambrose.nightbloom175@grimoire.org,Silverwood,2025-05-26,1997,Illusion
WIZ-06353,Xanthe Tanglewood,xanthe.tanglewood344@grimoire.org,NR,2024-09-27,1887,Illusion
WIZ-06354,Oswin Dimbleby,oswin.dimbleby175@moonmail.net,sw,2023-04-03,1914,Healing
WIZ-06355,Nimbus Netherfield,nimbus.netherfield431@ravenpost.net,NR,2024-04-03,1963,Herbalism
WIZ-06356,Corvin Quickbramble,corvin.quickbramble333@owlmail.co,CV,2025-06-21,1886,Herbalism
WIZ-06357,Yarrow Umberfall,yarrow.umberfall332@crystalball.io,CV,2026-02-20,1886,Enchantment
WIZ-06358,Oleander Foxglove,oleander.foxglove119@crystalball.io,The Marshlands,2025-12-13,1959,ILLUSION
WIZ-06359,Belladonna Copperkettle,belladonna.copperkettle714@grimoire.org,CV,2025-11-29,1990,Alchemy
WIZ-06360,Gideon Mossheart,gideon.mossheart837@moonmail.net,crystal vale,2023-12-10,1907,Illusion
WIZ-06361,Ambrose Owlsworth,ambrose.owlsworth608@moonmail.net,SW,2025-07-12,1928,Illusion
WIZ-06362,Ignatius Ironquill,ignatius.ironquill746@crystalball.io,NR,2024-12-07,1889,Illusion
WIZ-06363,Umbra Frostpetal,umbra.frostpetal539@owlmail.co,ec,2025-05-09,1956,Divination
WIZ-06364,Hesper Crowfeather,hesper.crowfeather568@ravenpost.net,NR,2023-02-15,1973,Divination
WIZ-06365,Kestrel Larkspur,kestrel.larkspur643@moonmail.net,ec,2025-02-10,1918,Alchemy
WIZ-06366,Yarrow Fernwhistle,yarrow.fernwhistle768@moonmail.net,ec,2024-12-01,1960,Herbalism
WIZ-06367,Quilla Vexley,quilla.vexley229@moonmail.net,crystal vale,2025-12-23,1952,Healing
WIZ-06368,Thaddeus Saltmarsh,thaddeus.saltmarsh474@ravenpost.net,Crystal Vale,2023-12-08,1980,Healing
WIZ-06369,Cassia Emberwhisk,cassia.emberwhisk252@crystalball.io,Silverwood,2024-07-02,1945,ALCHEMY
WIZ-06370,Lyra Hazelrigg,lyra.hazelrigg314@moonmail.net,Ember Coast,2023-05-12,1949,Divination
WIZ-06371,Cassia Moonbrook,cassia.moonbrook738@crystalball.io,Silverwood,2026-03-15,1908,Illusion
WIZ-06372,Zephyrine Nightbloom,zephyrine.nightbloom481@ravenpost.net,nr,2024-12-19,1911,Herbalism
WIZ-06373,Isolde Ashgrove,isolde.ashgrove252@grimoire.org,nr,2024-11-12,1939,Illusion
WIZ-06374,Rowan Duskwater,rowan.duskwater249@ravenpost.net,EC,2026-02-20,1902,Divination
WIZ-06375,Rowan Jackdaw,rowan.jackdaw292@owlmail.co,ec,2023-06-14,1931,Transmutation
WIZ-06376,Isolde Gorsebush,isolde.gorsebush252@crystalball.io,northern reaches,2025-03-29,1988,Alchemy
WIZ-06377,Maribel Thistledown,maribel.thistledown975@crystalball.io,EC,2023-08-04,1991,Transmutation
WIZ-06378,Oleander Stormbottle,oleander.stormbottle797@moonmail.net,nr,2026-04-29,1972,Enchantment
WIZ-06379,Elowen Everbright,elowen.everbright89@moonmail.net,cv,2024-01-11,1998,Enchantment
WIZ-06380,Caspian Moonbrook,caspian.moonbrook440@ravenpost.net,nr,2023-03-11,1985,Divination
WIZ-06381,Maribel Gorsebush,maribel.gorsebush694@crystalball.io,ember coast,2025-04-13,2006,Divination
WIZ-06382,Alaric Crowfeather,alaric.crowfeather969@grimoire.org,CV,2025-09-03,1921,Enchantment
WIZ-06383,Delphine Moonbrook,delphine.moonbrook662@crystalball.io,sw,2024-10-14,1977,DIVINATION
WIZ-06384,Juniper Netherfield,juniper.netherfield521@grimoire.org,the marshlands,2025-05-20,1885,Alchemy
WIZ-06385,Elowen Nightbloom,elowen.nightbloom362@grimoire.org,nr,2025-07-22,1961,Alchemy
WIZ-06386,Thaddeus Wyrmwood,thaddeus.wyrmwood463@crystalball.io,sw,2025-06-16,1914,Alchemy
WIZ-06387,Jasper Saltmarsh,jasper.saltmarsh769@ravenpost.net,NR,2025-12-31,1958,Alchemy
WIZ-06388,Xanthe Thistledown,xanthe.thistledown877@crystalball.io,Northern Reaches,2025-09-07,1928,Alchemy
WIZ-06389,Gideon Jackdaw,gideon.jackdaw432@ravenpost.net,nr,2023-08-22,1979,Enchantment
WIZ-06390,Juniper Emberwhisk,juniper.emberwhisk709@moonmail.net,Ember Coast,2025-10-11,2003,Divination
WIZ-06391,Grizelda Hazelrigg,grizelda.hazelrigg93@ravenpost.net,Northern Reaches,2025-10-09,1942,Illusion
WIZ-06392,Cassia Hollowbranch,cassia.hollowbranch737@crystalball.io,northern reaches,2025-09-06,1969,Herbalism
WIZ-06393,Maribel Jackdaw,maribel.jackdaw110@grimoire.org,NR,2024-04-20,1936,Herbalism
WIZ-06394,Juniper Umberfall,juniper.umberfall796@moonmail.net,NR,2023-12-20,1939,Transmutation
WIZ-06395,Ignatius Thistledown,ignatius.thistledown177@grimoire.org,ML,2023-01-05,1948,Enchantment
WIZ-06396,Fenwick Ashgrove,fenwick.ashgrove862@grimoire.org,nr,2024-03-21,1979,Illusion
WIZ-06397,Gideon Brightmantle,gideon.brightmantle622@owlmail.co,ml,2025-06-15,1997,Divination
WIZ-06398,Jasper Duskwater,jasper.duskwater396@moonmail.net,CV,2023-10-20,1918,Transmutation
WIZ-06399,Grizelda Emberwhisk,grizelda.emberwhisk588@grimoire.org,SW,2023-11-24,1969,Divination
WIZ-06400,Grizelda Wandwright,grizelda.wandwright8@moonmail.net,nr,2024-03-31,1978,Transmutation
WIZ-06401,Edric Mossheart,edric.mossheart634@moonmail.net,Ember Coast,2023-12-20,1946,Transmutation
WIZ-06402,Yarrow Owlsworth,yarrow.owlsworth996@owlmail.co,EC,2023-03-22,2007,Alchemy
WIZ-06403,Edric Ravenscroft,edric.ravenscroft858@moonmail.net,ML,2026-05-24,1904,Alchemy
WIZ-06404,Belladonna Nightbloom,belladonna.nightbloom848@moonmail.net,nr,2024-07-01,1925,Healing
WIZ-06405,Hawthorne Moonbrook,hawthorne.moonbrook769@owlmail.co,EC,2024-12-21,1936,ALCHEMY
WIZ-06406,Elowen Moonbrook,elowen.moonbrook178@owlmail.co,sw,2023-05-24,1929,ALCHEMY
WIZ-06407,Thaddeus Everbright,thaddeus.everbright327@owlmail.co,ec,2026-06-01,1947,Alchemy
WIZ-06408,Petra Winterbourne,petra.winterbourne497@moonmail.net,ML,2024-06-18,1899,Enchantment
WIZ-06409,Umbra Kilnworth,umbra.kilnworth362@ravenpost.net,ML,2025-04-17,1975,Divination
WIZ-06410,Gideon Kilnworth,gideon.kilnworth501@crystalball.io,nr,2025-03-19,1949,Herbalism
WIZ-06411,Yarrow Saltmarsh,yarrow.saltmarsh967@owlmail.co,EC,2023-06-04,1918,Healing
WIZ-06412,Morwenna Mistlethorn,morwenna.mistlethorn537@crystalball.io,CV,2024-12-19,1960,Illusion
WIZ-06413,Zephyrine Frostpetal,zephyrine.frostpetal409@owlmail.co,nr,2024-06-22,1901,Herbalism
WIZ-06414,Dorian Emberwhisk,dorian.emberwhisk237@moonmail.net,ec,2025-01-04,1961,Illusion
WIZ-06415,Bramble Foxglove,bramble.foxglove162@ravenpost.net,SW,2025-08-14,2000,Illusion
WIZ-06416,Fiora Mossheart,fiora.mossheart813@grimoire.org,NR,2025-11-04,1983,Transmutation
WIZ-06417,Zephyrine Ashgrove,zephyrine.ashgrove246@moonmail.net,ml,2025-12-22,1905,Illusion
WIZ-06418,Nimbus Zellandine,nimbus.zellandine111@grimoire.org,silverwood,2026-02-21,1886,Healing
WIZ-06419,Xanthe Wyrmwood,xanthe.wyrmwood609@grimoire.org,silverwood,2023-03-25,1947,Illusion
WIZ-06420,Ignatius Dimbleby,ignatius.dimbleby700@owlmail.co,CV,2023-08-02,1954,Illusion
WIZ-06421,Bramble Ravenscroft,bramble.ravenscroft504@owlmail.co,the marshlands,2024-09-27,2005,Healing
WIZ-06422,Ambrose Nightbloom,ambrose.nightbloom146@moonmail.net,EC,2025-07-22,1914,HEALING
WIZ-06423,Maribel Gorsebush,maribel.gorsebush534@ravenpost.net,EC,2024-08-30,1916,TRANSMUTATION
WIZ-06424,Xanthe Everbright,xanthe.everbright557@moonmail.net,CV,2024-09-02,1898,Herbalism
WIZ-06425,Belladonna Fernwhistle,belladonna.fernwhistle856@grimoire.org,CV,2024-07-10,1952,Healing
WIZ-06426,Caspian Winterbourne,caspian.winterbourne445@grimoire.org,NR,2026-01-30,1893,Divination
WIZ-06427,Kestrel Ironquill,kestrel.ironquill74@grimoire.org,Ember Coast,2026-02-21,1947,Divination
WIZ-06428,Ignatius Stormbottle,ignatius.stormbottle281@grimoire.org,sw,2023-01-11,1913,Healing
WIZ-06429,Corvin Emberwhisk,corvin.emberwhisk544@owlmail.co,Northern Reaches,2025-04-13,1912,Enchantment
WIZ-06430,Delphine Foxglove,delphine.foxglove603@ravenpost.net,Northern Reaches,2023-03-06,1913,Enchantment
WIZ-06431,Delphine Stormbottle,delphine.stormbottle585@crystalball.io,SW,2024-12-25,1888,Enchantment
WIZ-06432,Elowen Dimbleby,elowen.dimbleby816@moonmail.net,EC,2026-05-10,1887,Transmutation
WIZ-06433,Peregrine Zellandine,peregrine.zellandine611@crystalball.io,NR,2025-03-02,1916,Alchemy
WIZ-06434,Lyra Cinderfell,lyra.cinderfell72@grimoire.org,ML,2026-02-06,1998,Healing
WIZ-06435,Fiora Crowfeather,fiora.crowfeather289@owlmail.co,CV,2024-12-11,1965,Transmutation
WIZ-06436,Seraphine Barrowmere,,NR,2026-04-29,1934,Herbalism
WIZ-06437,Grizelda Saltmarsh,grizelda.saltmarsh416@crystalball.io,Northern Reaches,2025-10-02,1889,Divination
WIZ-06438,Xanthe Gorsebush,xanthe.gorsebush770@moonmail.net,silverwood,2023-07-26,1998,Divination
WIZ-06439,Petra Ashgrove,petra.ashgrove497@grimoire.org,northern reaches,2026-04-11,1912,Illusion
WIZ-06440,Fiora Wandwright,fiora.wandwright39@grimoire.org,NR,2024-02-28,1989,Transmutation
WIZ-06441,Delphine Cinderfell,delphine.cinderfell891@moonmail.net,the marshlands,2024-06-01,1967,Healing
WIZ-06442,Elowen Zellandine,elowen.zellandine584@owlmail.co,NR,2026-05-02,1927,ILLUSION
WIZ-06443,Kestrel Duskwater,kestrel.duskwater135@ravenpost.net,cv,2024-04-06,1997,ILLUSION
WIZ-06444,Seraphine Stormbottle,seraphine.stormbottle954@ravenpost.net,Northern Reaches,2024-10-30,1997,Transmutation
WIZ-06445,Ambrose Crowfeather,ambrose.crowfeather227@grimoire.org,nr,2024-10-24,1998,Divination
WIZ-06446,Delphine Saltmarsh,delphine.saltmarsh904@moonmail.net,silverwood,2026-03-05,1973,Healing
WIZ-06447,Grizelda Hazelrigg,grizelda.hazelrigg887@grimoire.org,Northern Reaches,2024-12-23,2001,Divination
WIZ-06448,Hawthorne Thistledown,hawthorne.thistledown577@owlmail.co,NR,2023-02-04,1997,HERBALISM
WIZ-06449,Hesper Netherfield,,Crystal Vale,2025-10-13,1996,TRANSMUTATION
WIZ-06450,Peregrine Fernwhistle,peregrine.fernwhistle228@ravenpost.net,CV,2023-07-20,1988,Divination
WIZ-06451,Kestrel Ashgrove,kestrel.ashgrove860@owlmail.co,NR,2023-01-09,2007,Alchemy
WIZ-06452,Bramble Yewbarrow,bramble.yewbarrow162@crystalball.io,EC,2024-06-08,1888,Enchantment
WIZ-06453,Alaric Stormbottle,alaric.stormbottle596@ravenpost.net,The Marshlands,2026-02-20,1999,Alchemy
WIZ-06454,Lyra Emberwhisk,lyra.emberwhisk785@grimoire.org,the marshlands,2024-12-21,1901,Transmutation
WIZ-06455,Petra Frostpetal,petra.frostpetal539@owlmail.co,sw,2023-12-06,1925,Divination
WIZ-06456,Lyra Wyrmwood,lyra.wyrmwood952@moonmail.net,EC,2026-03-20,1903,Enchantment
WIZ-06457,Vesper Netherfield,vesper.netherfield270@moonmail.net,Northern Reaches,2025-02-18,1998,DIVINATION
WIZ-06458,Yarrow Saltmarsh,yarrow.saltmarsh244@crystalball.io,Silverwood,2025-05-08,1919,Healing
WIZ-06459,Oswin Barrowmere,oswin.barrowmere856@crystalball.io,NR,2023-03-15,1969,Illusion
WIZ-06460,Oleander Dimbleby,oleander.dimbleby652@crystalball.io,SW,2023-07-16,1983,Healing
WIZ-06461,Rowan Foxglove,rowan.foxglove424@grimoire.org,nr,2024-08-30,1950,HERBALISM
WIZ-06462,Yarrow Ashgrove,yarrow.ashgrove234@moonmail.net,Ember Coast,2024-05-01,1888,ILLUSION
WIZ-06463,Isolde Thistledown,isolde.thistledown573@moonmail.net,ml,2025-09-18,1898,Divination
WIZ-06464,Alaric Saltmarsh,alaric.saltmarsh649@ravenpost.net,the marshlands,2024-12-11,1951,Illusion
WIZ-06465,Dorian Thistledown,dorian.thistledown862@ravenpost.net,nr,2025-02-09,1891,HERBALISM
WIZ-06466,Kestrel Ashgrove,kestrel.ashgrove983@moonmail.net,ml,2024-07-04,1950,Healing
WIZ-06467,Grizelda Dimbleby,grizelda.dimbleby293@ravenpost.net,The Marshlands,2024-12-12,2000,Transmutation
WIZ-06468,Isolde Mistlethorn,isolde.mistlethorn228@moonmail.net,ec,2024-01-11,2006,Herbalism
WIZ-06469,Kestrel Stormbottle,kestrel.stormbottle678@owlmail.co,Crystal Vale,2024-08-22,1914,Transmutation
WIZ-06470,Hesper Everbright,hesper.everbright415@owlmail.co,Northern Reaches,2023-09-18,1922,Transmutation
WIZ-06471,Lyra Mistlethorn,lyra.mistlethorn919@ravenpost.net,ML,2023-10-01,1898,Enchantment
WIZ-06472,Grizelda Moonbrook,grizelda.moonbrook618@grimoire.org,The Marshlands,2025-09-18,1943,Enchantment
WIZ-06473,Alaric Hollowbranch,alaric.hollowbranch33@moonmail.net,SW,2023-08-09,1919,Illusion
WIZ-06474,Wendeline Frostpetal,wendeline.frostpetal564@ravenpost.net,the marshlands,2023-12-31,1917,Divination
WIZ-06475,Hawthorne Vexley,hawthorne.vexley893@owlmail.co,Silverwood,2023-10-14,1886,Alchemy
WIZ-06476,Maribel Kilnworth,maribel.kilnworth343@grimoire.org,Northern Reaches,2023-12-20,1934,Herbalism
WIZ-06477,Hesper Nightbloom,hesper.nightbloom118@owlmail.co,ML,2026-01-20,1914,Enchantment
WIZ-06478,Fenwick Dimbleby,fenwick.dimbleby720@moonmail.net,EC,2026-05-18,1960,Alchemy
WIZ-06479,Bramble Tanglewood,bramble.tanglewood396@owlmail.co,SW,2025-04-01,1908,Transmutation
WIZ-06480,Zephyrine Ravenscroft,zephyrine.ravenscroft44@moonmail.net,Crystal Vale,2025-09-05,1923,Illusion
WIZ-06481,Fiora Frostpetal,fiora.frostpetal577@grimoire.org,SW,2026-02-18,1937,TRANSMUTATION
WIZ-06482,Morwenna Netherfield,morwenna.netherfield922@moonmail.net,The Marshlands,2026-01-17,1984,Divination
WIZ-06483,Gideon Cinderfell,gideon.cinderfell365@owlmail.co,Ember Coast,2024-02-12,1997,Herbalism
WIZ-06484,Hawthorne Saltmarsh,hawthorne.saltmarsh67@owlmail.co,NR,2023-12-10,1901,Healing
WIZ-06485,Edric Tanglewood,edric.tanglewood831@ravenpost.net,SW,2023-10-01,2002,Enchantment
WIZ-06486,Maribel Crowfeather,maribel.crowfeather373@grimoire.org,nr,2025-03-10,1923,Divination
WIZ-06487,Belladonna Yewbarrow,belladonna.yewbarrow945@crystalball.io,Crystal Vale,2023-05-01,1898,Healing
WIZ-06488,Bramble Frostpetal,bramble.frostpetal364@crystalball.io,sw,2023-12-11,2004,Transmutation
WIZ-06489,Vesper Moonbrook,vesper.moonbrook95@ravenpost.net,The Marshlands,2025-07-05,1953,Healing
WIZ-06490,Zephyrine Ashgrove,zephyrine.ashgrove327@grimoire.org,silverwood,2024-05-04,1892,Divination
WIZ-06491,Hawthorne Glimmerstone,hawthorne.glimmerstone137@grimoire.org,NR,2026-02-20,1938,Illusion
WIZ-06492,Alaric Barrowmere,alaric.barrowmere571@ravenpost.net,ml,2024-04-28,1976,Enchantment
WIZ-06493,Dorian Yewbarrow,dorian.yewbarrow666@moonmail.net,SW,2025-06-13,1907,Illusion
WIZ-06494,Umbra Cinderfell,umbra.cinderfell654@ravenpost.net,Ember Coast,2024-10-13,1972,Transmutation
WIZ-06495,Elowen Wyrmwood,elowen.wyrmwood860@owlmail.co,NR,2023-01-16,1929,Illusion
WIZ-06496,Cassia Hazelrigg,cassia.hazelrigg886@moonmail.net,ec,2025-01-24,1980,Herbalism
WIZ-06497,Oswin Wandwright,oswin.wandwright522@grimoire.org,ec,2024-02-20,2001,Illusion
WIZ-06498,Jasper Ashgrove,jasper.ashgrove53@grimoire.org,NR,2024-09-07,1899,Transmutation
WIZ-06499,Isolde Zellandine,isolde.zellandine8@owlmail.co,SW,2025-01-18,1964,Illusion
WIZ-06500,Wendeline Mistlethorn,wendeline.mistlethorn794@moonmail.net,SW,2023-06-06,1903,Healing
WIZ-06501,Alaric Glimmerstone,alaric.glimmerstone917@owlmail.co,SW,2023-09-25,1885,Enchantment
WIZ-06502,Peregrine Stormbottle,peregrine.stormbottle106@owlmail.co,NR,2026-03-03,1997,HERBALISM
WIZ-06503,Vesper Quickbramble,vesper.quickbramble922@grimoire.org,ml,2023-07-19,1954,Transmutation
WIZ-06504,Dorian Winterbourne,dorian.winterbourne823@grimoire.org,SW,2024-02-24,1978,Healing
WIZ-06505,Peregrine Gorsebush,peregrine.gorsebush426@grimoire.org,EC,2025-05-24,1919,Divination
WIZ-06506,Rowan Brightmantle,rowan.brightmantle487@ravenpost.net,ec,2023-01-22,1978,Illusion
WIZ-06507,Morwenna Mistlethorn,morwenna.mistlethorn298@moonmail.net,Crystal Vale,2025-04-18,1900,Enchantment
WIZ-06508,Hesper Duskwater,hesper.duskwater987@moonmail.net,EC,2024-02-26,1915,Illusion
WIZ-06509,Ignatius Zellandine,ignatius.zellandine480@grimoire.org,NR,2023-04-02,1970,Herbalism
WIZ-06510,Oleander Thistledown,oleander.thistledown212@ravenpost.net,Northern Reaches,2025-04-15,1924,Transmutation
WIZ-06511,Caspian Owlsworth,caspian.owlsworth705@owlmail.co,Northern Reaches,2025-11-27,1945,ILLUSION
WIZ-06512,Elowen Foxglove,elowen.foxglove634@ravenpost.net,CV,2025-11-26,1907,Divination
WIZ-06513,Wendeline Glimmerstone,wendeline.glimmerstone845@grimoire.org,Northern Reaches,2026-03-15,1923,Divination
WIZ-06514,Bramble Copperkettle,bramble.copperkettle911@ravenpost.net,ml,2023-12-12,1930,Enchantment
WIZ-06515,Seraphine Gorsebush,seraphine.gorsebush448@ravenpost.net,ML,2023-01-20,1957,Alchemy
WIZ-06516,Isolde Ashgrove,isolde.ashgrove710@moonmail.net,NR,2023-12-11,1985,Herbalism
WIZ-06517,Delphine Yewbarrow,delphine.yewbarrow161@crystalball.io,ml,2024-12-21,1923,Illusion
WIZ-06518,Bramble Everbright,bramble.everbright438@moonmail.net,cv,2024-10-27,1960,Enchantment
WIZ-06519,Wendeline Mossheart,wendeline.mossheart789@ravenpost.net,sw,2023-10-02,1923,Illusion
WIZ-06520,Petra Vexley,petra.vexley2@ravenpost.net,silverwood,2024-08-21,1892,Transmutation
WIZ-06521,Fiora Winterbourne,fiora.winterbourne799@moonmail.net,Northern Reaches,2023-04-28,1910,Enchantment
WIZ-06522,Ambrose Gorsebush,ambrose.gorsebush702@crystalball.io,Silverwood,2026-05-15,1973,Transmutation
WIZ-06523,Yarrow Wyrmwood,yarrow.wyrmwood589@ravenpost.net,NR,2023-03-10,1974,Healing
WIZ-06524,Kestrel Nightbloom,kestrel.nightbloom279@ravenpost.net,sw,2026-04-02,1920,Illusion
WIZ-06525,Fenwick Dimbleby,fenwick.dimbleby375@ravenpost.net,Ember Coast,2025-11-11,1931,Enchantment
WIZ-06526,Juniper Emberwhisk,juniper.emberwhisk715@moonmail.net,Northern Reaches,2024-05-16,1896,ILLUSION
WIZ-06527,Ignatius Vexley,ignatius.vexley955@ravenpost.net,Silverwood,2026-05-20,1896,Divination
WIZ-06528,Fiora Cinderfell,fiora.cinderfell399@grimoire.org,SW,2026-02-15,1989,ALCHEMY
WIZ-06529,Delphine Kilnworth,delphine.kilnworth401@moonmail.net,NR,2024-06-06,1970,Divination
WIZ-06530,Maribel Umberfall,maribel.umberfall648@ravenpost.net,EC,2025-04-12,1914,Healing
WIZ-06531,Seraphine Fernwhistle,seraphine.fernwhistle766@grimoire.org,ec,2026-06-06,1960,Herbalism
WIZ-06532,Quilla Emberwhisk,quilla.emberwhisk593@moonmail.net,ML,2023-09-25,1947,Illusion
WIZ-06533,Nimbus Stormbottle,,Northern Reaches,2023-05-06,1928,Herbalism
WIZ-06534,Corvin Ashgrove,corvin.ashgrove681@owlmail.co,nr,2025-07-15,1909,Transmutation
WIZ-06535,Bramble Ironquill,bramble.ironquill408@ravenpost.net,cv,2024-04-18,1896,Divination
WIZ-06536,Thaddeus Duskwater,thaddeus.duskwater140@ravenpost.net,ML,2024-02-08,1971,Herbalism
WIZ-06537,Seraphine Kilnworth,seraphine.kilnworth645@ravenpost.net,The Marshlands,2025-04-11,1976,Herbalism
WIZ-06538,Lyra Wyrmwood,lyra.wyrmwood774@grimoire.org,EC,2026-02-10,1968,Transmutation
WIZ-06539,Cassia Emberwhisk,cassia.emberwhisk774@grimoire.org,NR,2024-12-31,1999,Divination
WIZ-06540,Rowan Ashgrove,rowan.ashgrove910@moonmail.net,ec,2024-08-30,1962,Divination
WIZ-06541,Petra Ashgrove,petra.ashgrove601@moonmail.net,ec,2025-07-02,1916,Alchemy
WIZ-06542,Grizelda Umberfall,grizelda.umberfall641@owlmail.co,EC,2025-09-13,1976,Healing
WIZ-06543,Juniper Emberwhisk,juniper.emberwhisk206@moonmail.net,northern reaches,2026-02-14,1983,Healing
WIZ-06544,Dorian Wandwright,dorian.wandwright356@grimoire.org,EC,2024-04-13,1997,Healing
WIZ-06545,Juniper Emberwhisk,juniper.emberwhisk585@grimoire.org,ec,2024-08-06,1999,Divination
WIZ-06546,Hesper Thistledown,hesper.thistledown794@owlmail.co,silverwood,2025-10-14,1946,Herbalism
WIZ-06547,Petra Glimmerstone,petra.glimmerstone964@crystalball.io,cv,2025-09-26,1953,Healing
WIZ-06548,Morwenna Barrowmere,morwenna.barrowmere511@ravenpost.net,CV,2026-03-13,1907,Divination
WIZ-06549,Edric Crowfeather,edric.crowfeather213@crystalball.io,Ember Coast,2025-04-02,1932,Healing
WIZ-06550,Gideon Fernwhistle,gideon.fernwhistle741@ravenpost.net,nr,2024-03-28,1918,Enchantment
WIZ-06551,Hawthorne Wandwright,hawthorne.wandwright93@grimoire.org,ec,2024-07-15,1886,Enchantment
WIZ-06552,Oleander Nightbloom,oleander.nightbloom307@grimoire.org,NR,2024-12-07,1971,ALCHEMY
WIZ-06553,Fenwick Tanglewood,fenwick.tanglewood703@owlmail.co,NR,2025-04-17,2006,Transmutation
WIZ-06554,Delphine Moonbrook,,EC,2023-07-28,1947,TRANSMUTATION
WIZ-06555,Maribel Hazelrigg,maribel.hazelrigg456@grimoire.org,EC,2025-01-20,1963,Enchantment
WIZ-06556,Edric Quickbramble,edric.quickbramble773@grimoire.org,SW,2024-04-26,1906,Transmutation
WIZ-06557,Zephyrine Mistlethorn,zephyrine.mistlethorn461@moonmail.net,sw,2023-01-20,1971,ENCHANTMENT
WIZ-06558,Oswin Tanglewood,oswin.tanglewood403@ravenpost.net,Northern Reaches,2023-08-09,1996,Alchemy
WIZ-06559,Rowan Crowfeather,,ec,2024-09-21,2006,HERBALISM
WIZ-06560,Elowen Dimbleby,elowen.dimbleby875@owlmail.co,NR,2024-04-03,2004,Enchantment
WIZ-06561,Seraphine Umberfall,seraphine.umberfall679@ravenpost.net,NR,2026-02-12,1886,Illusion
WIZ-06562,Ignatius Wandwright,ignatius.wandwright85@ravenpost.net,ML,2023-10-23,1983,Transmutation
WIZ-06563,Vesper Crowfeather,vesper.crowfeather177@grimoire.org,nr,2025-10-11,1953,Enchantment
WIZ-06564,Yarrow Ashgrove,yarrow.ashgrove359@moonmail.net,ec,2025-11-21,1903,Alchemy
WIZ-06565,Jasper Foxglove,jasper.foxglove522@crystalball.io,ember coast,2024-07-08,1906,Enchantment
WIZ-06566,Peregrine Kilnworth,peregrine.kilnworth761@crystalball.io,ML,2023-04-18,1953,Illusion
WIZ-06567,Vesper Saltmarsh,vesper.saltmarsh401@moonmail.net,crystal vale,2024-12-28,1987,Enchantment
WIZ-06568,Zephyrine Winterbourne,zephyrine.winterbourne816@moonmail.net,ec,2024-05-06,1955,Divination
WIZ-06569,Fenwick Fernwhistle,fenwick.fernwhistle183@moonmail.net,NR,2024-12-24,1936,Alchemy
WIZ-06570,Petra Tanglewood,petra.tanglewood61@ravenpost.net,ml,2026-04-20,1894,Illusion
WIZ-06571,Belladonna Moonbrook,belladonna.moonbrook878@ravenpost.net,Northern Reaches,2026-04-06,1981,Divination
WIZ-06572,Thaddeus Frostpetal,thaddeus.frostpetal832@crystalball.io,Silverwood,2025-02-28,1949,HERBALISM
WIZ-06573,Ambrose Kilnworth,ambrose.kilnworth171@crystalball.io,cv,2024-07-16,1912,Alchemy
WIZ-06574,Juniper Glimmerstone,juniper.glimmerstone846@ravenpost.net,EC,2023-10-01,1981,Transmutation
WIZ-06575,Isolde Ashgrove,isolde.ashgrove5@crystalball.io,sw,2023-09-30,1905,Transmutation
WIZ-06576,Thaddeus Owlsworth,thaddeus.owlsworth423@ravenpost.net,SW,2025-11-10,1984,Alchemy
WIZ-06577,Dorian Glimmerstone,dorian.glimmerstone104@moonmail.net,ec,2024-03-01,2002,Enchantment
WIZ-06578,Quilla Vexley,quilla.vexley525@moonmail.net,ec,2023-11-20,1925,Alchemy
WIZ-06579,Jasper Brightmantle,jasper.brightmantle659@ravenpost.net,EC,2023-01-04,1991,Herbalism
WIZ-06580,Morwenna Owlsworth,morwenna.owlsworth164@crystalball.io,ML,2024-12-19,1913,Alchemy
WIZ-06581,Oleander Larkspur,oleander.larkspur308@moonmail.net,The Marshlands,2023-07-11,1990,Alchemy
WIZ-06582,Peregrine Emberwhisk,peregrine.emberwhisk163@moonmail.net,cv,2026-04-29,1984,Herbalism
WIZ-06583,Yarrow Glimmerstone,yarrow.glimmerstone336@moonmail.net,NR,2024-11-18,1901,Healing
